id_area;municipio;area;localita;obj_id;codice;descrizione_codice;data_ini;LONG_X_4326;LAT_Y_4326;Location
8_083;8;83;via Borsa n. 16;240800;P214272;Tavolo da pic nic;2020/09/30;9.1036994171;45.5010111547;(45.5010111547, 9.1036994171)
8_083;8;83;via Borsa n. 16;240801;P214272;Tavolo da pic nic;2020/09/30;9.1036727583;45.5009955863;(45.5009955863, 9.1036727583)
8_083;8;83;via Borsa n. 16;240802;P214272;Tavolo da pic nic;2020/09/30;9.1036339919;45.5009737453;(45.5009737453, 9.1036339919)
6_060;6;60;via Watt n. 39;240808;P214272;Tavolo da pic nic;2020/10/12;9.1502583946;45.4429109977;(45.4429109977, 9.1502583946)
7_138;7;138;via Valle Antrona n. 12;240814;P214272;Tavolo da pic nic;2020/08/19;9.0881358795;45.4563412266;(45.4563412266, 9.0881358795)
7_138;7;138;via Valle Antrona n. 12;240815;P214272;Tavolo da pic nic;2020/08/19;9.0882891855;45.4562792187;(45.4562792187, 9.0882891855)
7_138;7;138;via Valle Antrona n. 12;240816;P214272;Tavolo da pic nic;2020/08/19;9.0883634319;45.4562988346;(45.4562988346, 9.0883634319)
7_138;7;138;via Valle Antrona n. 12;240817;P214272;Tavolo da pic nic;2020/08/19;9.0885004287;45.4563442111;(45.4563442111, 9.0885004287)
7_138;7;138;via Valle Antrona n. 12;240818;P214272;Tavolo da pic nic;2020/08/19;9.0884886886;45.4563695652;(45.4563695652, 9.0884886886)
5_104;5;104;via Sant'Abbondio n. 27;240838;P214272;Tavolo da pic nic;2020/09/25;9.1737014268;45.425416158;(45.425416158, 9.1737014268)
5_104;5;104;via Sant'Abbondio n. 27;240839;P214272;Tavolo da pic nic;2020/09/25;9.173701362;45.4253950184;(45.4253950184, 9.173701362)
5_104;5;104;via Sant'Abbondio n. 27;240840;P214272;Tavolo da pic nic;2020/09/25;9.1737001853;45.4253738805;(45.4253738805, 9.1737001853)
5_104;5;104;via Sant'Abbondio n. 27;240841;P214272;Tavolo da pic nic;2020/09/25;9.1736879136;45.4257230957;(45.4257230957, 9.1736879136)
5_104;5;104;via Sant'Abbondio n. 27;240842;P214272;Tavolo da pic nic;2020/09/25;9.1736913093;45.4257426643;(45.4257426643, 9.1736913093)
3_041;3;41;via Bazzini;241069;P214272;Tavolo da pic nic;2020/12/04;9.225711277;45.4828406219;(45.4828406219, 9.225711277)
6_054;6;54;via Salerno n. 1;241100;P214272;Tavolo da pic nic;2020/08/12;9.148098249;45.4379266936;(45.4379266936, 9.148098249)
6_054;6;54;via Salerno n. 1;241101;P214272;Tavolo da pic nic;2020/08/12;9.1480658351;45.4379503133;(45.4379503133, 9.1480658351)
6_054;6;54;via Salerno n. 1;241102;P214272;Tavolo da pic nic;2020/08/12;9.1484789079;45.4379590652;(45.4379590652, 9.1484789079)
6_054;6;54;via Salerno n. 1;241103;P214272;Tavolo da pic nic;2020/08/12;9.1484779755;45.4379905033;(45.4379905033, 9.1484779755)
6_054;6;54;via Salerno n. 1;241104;P214272;Tavolo da pic nic;2020/08/12;9.1485296765;45.4383555325;(45.4383555325, 9.1485296765)
7_448;7;448;vie Rasario - Silla;241549;P214272;Tavolo da pic nic;;9.0766160474;45.490953423;(45.490953423, 9.0766160474)
7_448;7;448;vie Rasario - Silla;241550;P214272;Tavolo da pic nic;;9.0765364173;45.490931985;(45.490931985, 9.0765364173)
7_448;7;448;vie Rasario - Silla;241551;P214272;Tavolo da pic nic;;9.0771796397;45.4910994383;(45.4910994383, 9.0771796397)
7_448;7;448;vie Rasario - Silla;241552;P214272;Tavolo da pic nic;;9.0775420017;45.4912103126;(45.4912103126, 9.0775420017)
7_448;7;448;vie Rasario - Silla;241553;P214272;Tavolo da pic nic;;9.0778457112;45.4914077033;(45.4914077033, 9.0778457112)
7_448;7;448;vie Rasario - Silla;241554;P214272;Tavolo da pic nic;;9.0774402856;45.4911988569;(45.4911988569, 9.0774402856)
7_448;7;448;vie Rasario - Silla;241555;P214272;Tavolo da pic nic;;9.0773573777;45.4911581082;(45.4911581082, 9.0773573777)
7_448;7;448;vie Rasario - Silla;241556;P214272;Tavolo da pic nic;;9.077858863;45.4913079964;(45.4913079964, 9.077858863)
7_448;7;448;vie Rasario - Silla;241571;P214272;Tavolo da pic nic;;9.0778628556;45.4913376513;(45.4913376513, 9.0778628556)
7_448;7;448;vie Rasario - Silla;241572;P214272;Tavolo da pic nic;;9.0777986856;45.4913349297;(45.4913349297, 9.0777986856)
7_448;7;448;vie Rasario - Silla;241573;P214272;Tavolo da pic nic;;9.0779125434;45.4914060913;(45.4914060913, 9.0779125434)
7_448;7;448;vie Rasario - Silla;241574;P214272;Tavolo da pic nic;;9.0778598323;45.4914483636;(45.4914483636, 9.0778598323)
7_448;7;448;vie Rasario - Silla;241575;P214272;Tavolo da pic nic;;9.0783075383;45.4916188184;(45.4916188184, 9.0783075383)
6_253;6;253;vie Don Primo Mazzolari - Barona;242215;P214272;Tavolo da pic nic;2020/10/01;9.1450909211;45.4322278335;(45.4322278335, 9.1450909211)
6_253;6;253;vie Don Primo Mazzolari - Barona;242216;P214272;Tavolo da pic nic;2020/10/01;9.1452397488;45.4323336311;(45.4323336311, 9.1452397488)
6_304;6;304;via Montevideo;242224;P214272;Tavolo da pic nic;2021/01/27;9.1658505671;45.4581085435;(45.4581085435, 9.1658505671)
3_049;3;49;via Zanoia;242408;P214272;Tavolo da pic nic;2021/06/22;9.2271843733;45.4808485067;(45.4808485067, 9.2271843733)
3_049;3;49;via Zanoia;242409;P214272;Tavolo da pic nic;2021/06/22;9.2271898504;45.4803866308;(45.4803866308, 9.2271898504)
2_221;2;221;vie Breda - Angeleri;242462;P214272;Tavolo da pic nic;2021/07/12;9.2139175469;45.511052199;(45.511052199, 9.2139175469)
2_221;2;221;vie Breda - Angeleri;242463;P214272;Tavolo da pic nic;2021/07/12;9.2139242898;45.5111113232;(45.5111113232, 9.2139242898)
9_091;9;91;parco Nicolò Savarino;242467;P214272;Tavolo da pic nic;2021/07/29;9.1781393884;45.4982399042;(45.4982399042, 9.1781393884)
9_091;9;91;parco Nicolò Savarino;242468;P214272;Tavolo da pic nic;2021/07/29;9.1780720929;45.4990393344;(45.4990393344, 9.1780720929)
9_148;9;148;parco Villa Litta;242469;P214272;Tavolo da pic nic;2021/07/29;9.165861025;45.5159069267;(45.5159069267, 9.165861025)
9_148;9;148;parco Villa Litta;242470;P214272;Tavolo da pic nic;2021/07/29;9.1655653314;45.5159288741;(45.5159288741, 9.1655653314)
2_172;2;172;vie Macchi - Venini;242480;P214272;Tavolo da pic nic;2021/09/02;9.2107712177;45.4875397762;(45.4875397762, 9.2107712177)
6_303;6;303;parco ex Sieroterapico;243256;P214272;Tavolo da pic nic;2021/09/29;9.1719093653;45.4475645741;(45.4475645741, 9.1719093653)
6_303;6;303;parco ex Sieroterapico;243257;P214272;Tavolo da pic nic;2021/10/15;9.1719261206;45.4475928257;(45.4475928257, 9.1719261206)
6_303;6;303;parco ex Sieroterapico;243258;P214272;Tavolo da pic nic;2021/09/29;9.1719460515;45.4476194058;(45.4476194058, 9.1719460515)
9_241;9;241;viale Suzzani - Val Maira;243320;P214272;Tavolo da pic nic;2021/10/29;9.1990680353;45.5097180442;(45.5097180442, 9.1990680353)
9_241;9;241;viale Suzzani - Val Maira;243321;P214272;Tavolo da pic nic;2021/10/29;9.199192133;45.5096859933;(45.5096859933, 9.199192133)
8_038;8;38;giardino Pierangelo Bertoli;243348;P214272;Tavolo da pic nic;2021/09/09;9.1177181721;45.4950481706;(45.4950481706, 9.1177181721)
6_007;6;7;vie De Nicola - De Pretis;243356;P214272;Tavolo da pic nic;2021/11/12;9.1531418679;45.4307115014;(45.4307115014, 9.1531418679)
7_244;7;244;parco Aldo Aniasi;243362;P214272;Tavolo da pic nic;2021/11/15;9.1064786874;45.4917282318;(45.4917282318, 9.1064786874)
7_244;7;244;parco Aldo Aniasi;243363;P214272;Tavolo da pic nic;2021/11/15;9.1064265411;45.4917557892;(45.4917557892, 9.1064265411)
7_244;7;244;parco Aldo Aniasi;243364;P214272;Tavolo da pic nic;2021/11/15;9.1065571627;45.4917618803;(45.4917618803, 9.1065571627)
7_244;7;244;parco Aldo Aniasi;243365;P214272;Tavolo da pic nic;2021/11/15;9.1066073602;45.4917825447;(45.4917825447, 9.1066073602)
6_304;6;304;via Montevideo;243393;P214272;Tavolo da pic nic;2021/01/27;9.1651076116;45.4581435898;(45.4581435898, 9.1651076116)
7_448;7;448;vie Rasario - Silla;243526;P214272;Tavolo da pic nic;2015/05/02;9.0774404717;45.4911981463;(45.4911981463, 9.0774404717)
7_448;7;448;vie Rasario - Silla;243527;P214272;Tavolo da pic nic;2015/05/02;9.0775421878;45.4912096019;(45.4912096019, 9.0775421878)
7_448;7;448;vie Rasario - Silla;243528;P214272;Tavolo da pic nic;2015/05/02;9.0773575639;45.4911573976;(45.4911573976, 9.0773575639)
7_448;7;448;vie Rasario - Silla;243529;P214272;Tavolo da pic nic;2015/05/02;9.0771798258;45.4910987277;(45.4910987277, 9.0771798258)
7_448;7;448;vie Rasario - Silla;243530;P214272;Tavolo da pic nic;2015/05/02;9.0765364173;45.490931985;(45.490931985, 9.0765364173)
7_448;7;448;vie Rasario - Silla;243531;P214272;Tavolo da pic nic;2015/05/02;9.0766160474;45.490953423;(45.490953423, 9.0766160474)
7_448;7;448;vie Rasario - Silla;243532;P214272;Tavolo da pic nic;2015/05/02;9.0779122373;45.4914054016;(45.4914054016, 9.0779122373)
7_448;7;448;vie Rasario - Silla;243533;P214272;Tavolo da pic nic;2015/05/02;9.0778457112;45.4914077033;(45.4914077033, 9.0778457112)
7_448;7;448;vie Rasario - Silla;243534;P214272;Tavolo da pic nic;2015/05/02;9.0778595262;45.4914476739;(45.4914476739, 9.0778595262)
7_448;7;448;vie Rasario - Silla;243535;P214272;Tavolo da pic nic;2015/05/02;9.077862699;45.4913369372;(45.4913369372, 9.077862699)
7_448;7;448;vie Rasario - Silla;243536;P214272;Tavolo da pic nic;2015/05/02;9.0778587064;45.4913072823;(45.4913072823, 9.0778587064)
7_448;7;448;vie Rasario - Silla;243537;P214272;Tavolo da pic nic;2015/05/02;9.077798529;45.4913342156;(45.4913342156, 9.077798529)
3_051;3;51;piazza Leonardo da Vinci;243595;P214272;Tavolo da pic nic;;9.2247985704;45.478291931;(45.478291931, 9.2247985704)
3_051;3;51;piazza Leonardo da Vinci;243596;P214272;Tavolo da pic nic;;9.2246581358;45.4783140423;(45.4783140423, 9.2246581358)
3_051;3;51;piazza Leonardo da Vinci;243597;P214272;Tavolo da pic nic;;9.2245062325;45.4778769206;(45.4778769206, 9.2245062325)
3_051;3;51;piazza Leonardo da Vinci;243598;P214272;Tavolo da pic nic;;9.2245733201;45.4779805348;(45.4779805348, 9.2245733201)
7_194;7;194;piazza Brescia;243830;P214272;Tavolo da pic nic;2021/11/24;9.1443894575;45.4708857337;(45.4708857337, 9.1443894575)
7_194;7;194;piazza Brescia;243831;P214272;Tavolo da pic nic;2021/11/24;9.1446250485;45.470620526;(45.470620526, 9.1446250485)
7_194;7;194;piazza Brescia;243832;P214272;Tavolo da pic nic;2021/11/24;9.1446705722;45.470421211;(45.470421211, 9.1446705722)
7_194;7;194;piazza Brescia;243833;P214272;Tavolo da pic nic;2021/11/24;9.1446940584;45.4704254675;(45.4704254675, 9.1446940584)
4_287;4;287;giardino Candia Marcello;243882;P214272;Tavolo da pic nic;2022/01/03;9.2148184755;45.4471308552;(45.4471308552, 9.2148184755)
4_287;4;287;giardino Candia Marcello;243883;P214272;Tavolo da pic nic;2022/01/03;9.2142285695;45.4468163255;(45.4468163255, 9.2142285695)
1_164;1;164;via Palermo n. 17;243973;P214272;Tavolo da pic nic;2021/10/16;9.1848872472;45.4748560851;(45.4748560851, 9.1848872472)
4_093;4;93;via Sordello;244169;P214272;Tavolo da pic nic;2022/02/22;9.2436568647;45.4415443969;(45.4415443969, 9.2436568647)
3_002;3;2;via Pacini;244290;P214272;Tavolo da pic nic;2022/03/04;9.2294515156;45.4822987909;(45.4822987909, 9.2294515156)
3_002;3;2;via Pacini;244291;P214272;Tavolo da pic nic;2022/03/04;9.2295005316;45.4823847264;(45.4823847264, 9.2295005316)
3_002;3;2;via Pacini;244292;P214272;Tavolo da pic nic;2022/03/04;9.2294606975;45.4823714102;(45.4823714102, 9.2294606975)
3_002;3;2;via Pacini;244293;P214272;Tavolo da pic nic;2022/03/04;9.2294159207;45.4822872523;(45.4822872523, 9.2294159207)
3_002;3;2;via Pacini;244294;P214272;Tavolo da pic nic;2022/03/04;9.2272992719;45.4815557661;(45.4815557661, 9.2272992719)
3_002;3;2;via Pacini;244295;P214272;Tavolo da pic nic;2022/03/04;9.2275382763;45.4816376123;(45.4816376123, 9.2275382763)
3_002;3;2;via Pacini;244297;P214272;Tavolo da pic nic;2022/03/04;9.227504064;45.4816258964;(45.4816258964, 9.227504064)
3_002;3;2;via Pacini;244298;P214272;Tavolo da pic nic;2022/03/04;9.2273747243;45.4815816045;(45.4815816045, 9.2273747243)
3_002;3;2;via Pacini;244299;P214272;Tavolo da pic nic;2022/03/04;9.2273481824;45.4815725153;(45.4815725153, 9.2273481824)
3_002;3;2;via Pacini;244300;P214272;Tavolo da pic nic;2022/03/04;9.2272697292;45.4815456492;(45.4815456492, 9.2272697292)
4_066;4;66;via Serrati;244390;P214272;Tavolo da pic nic;2022/03/18;9.2630726922;45.4403227017;(45.4403227017, 9.2630726922)
4_066;4;66;via Serrati;244391;P214272;Tavolo da pic nic;2022/03/18;9.2631727556;45.4401628269;(45.4401628269, 9.2631727556)
4_056;4;56;piazza Ovidio;244451;P214272;Tavolo da pic nic;2022/03/18;9.24126195;45.4582345128;(45.4582345128, 9.24126195)
7_051;7;51;parco Fanciullo;244474;P214272;Tavolo da pic nic;2022/02/25;9.107251488;45.475141238;(45.475141238, 9.107251488)
8_221;8;221;vie Graf - Traversi;244834;P214272;Tavolo da pic nic;2022/06/03;9.1411409276;45.5133669584;(45.5133669584, 9.1411409276)
5_161;5;161;via San Bernardo;244839;P214272;Tavolo da pic nic;2022/06/16;9.2399781263;45.4174811428;(45.4174811428, 9.2399781263)
3_006;3;6;giardino Ramelli Sergio;244994;P214272;Tavolo da pic nic;2022/08/24;9.2198262085;45.4767922918;(45.4767922918, 9.2198262085)
3_146;3;146;via Cima n. 15-17;244995;P214272;Tavolo da pic nic;2022/07/29;9.2474744622;45.4725398145;(45.4725398145, 9.2474744622)
3_146;3;146;via Cima n. 15-17;244996;P214272;Tavolo da pic nic;2022/07/29;9.2475332921;45.4726289962;(45.4726289962, 9.2475332921)
3_082;3;82;via Clericetti n. 20;244997;P214272;Tavolo da pic nic;2022/07/29;9.2356002045;45.4771508164;(45.4771508164, 9.2356002045)
3_082;3;82;via Clericetti n. 20;244998;P214272;Tavolo da pic nic;2022/07/29;9.235601184;45.477115091;(45.477115091, 9.235601184)
3_082;3;82;via Clericetti n. 20;244999;P214272;Tavolo da pic nic;2022/07/29;9.2362407853;45.4770661388;(45.4770661388, 9.2362407853)
3_082;3;82;via Clericetti n. 20;245000;P214272;Tavolo da pic nic;2022/07/29;9.2364367612;45.4772483195;(45.4772483195, 9.2364367612)
3_247;3;247;via Caduti in missione di pace;245001;P214272;Tavolo da pic nic;2022/07/29;9.2506366421;45.4774697205;(45.4774697205, 9.2506366421)
3_247;3;247;via Caduti in missione di pace;245002;P214272;Tavolo da pic nic;2022/07/29;9.2509200531;45.4777644116;(45.4777644116, 9.2509200531)
3_215;3;215;parco della Lambretta;245135;P214272;Tavolo da pic nic;2022/08/31;9.2531814008;45.4800361819;(45.4800361819, 9.2531814008)
3_215;3;215;parco della Lambretta;245136;P214272;Tavolo da pic nic;2022/08/31;9.2527923282;45.4805195772;(45.4805195772, 9.2527923282)
3_166;3;166;via Rizzoli;245137;P214272;Tavolo da pic nic;2022/08/23;9.2566740057;45.5100551252;(45.5100551252, 9.2566740057)
3_166;3;166;via Rizzoli;245138;P214272;Tavolo da pic nic;2022/08/23;9.2567256214;45.5102328313;(45.5102328313, 9.2567256214)
9_065;9;65;piazza Dergano;245168;P214272;Tavolo da pic nic;2022/08/23;9.1767765614;45.5031551769;(45.5031551769, 9.1767765614)
9_065;9;65;piazza Dergano;245169;P214272;Tavolo da pic nic;2022/08/23;9.1770818256;45.5031768663;(45.5031768663, 9.1770818256)
6_033;6;33;via San Paolino - San Vigilio;245271;P214272;Tavolo da pic nic;2022/09/27;9.1630365513;45.4324547041;(45.4324547041, 9.1630365513)
5_136;5;136;parco della Resistenza;245462;P214272;Tavolo da pic nic;2022/10/17;9.1833452207;45.4473528171;(45.4473528171, 9.1833452207)
5_136;5;136;parco della Resistenza;245463;P214272;Tavolo da pic nic;2022/10/17;9.1833834394;45.4473736557;(45.4473736557, 9.1833834394)
5_068;5;68;parco Chiesa Rossa;245505;P214272;Tavolo da pic nic;2022/11/05;9.1732186061;45.4310902931;(45.4310902931, 9.1732186061)
6_033;6;33;via San Paolino - San Vigilio;245577;P214272;Tavolo da pic nic;2022/12/17;9.1613395577;45.4299711971;(45.4299711971, 9.1613395577)
9_184;9;184;via Gabbro n. 4;245611;P214272;Tavolo da pic nic;2023/01/11;9.1592462452;45.5139835636;(45.5139835636, 9.1592462452)
9_028;9;28;vie Cusio - Toce - Boltraffio;245612;P214272;Tavolo da pic nic;2023/01/11;9.1859718876;45.493018112;(45.493018112, 9.1859718876)
9_028;9;28;vie Cusio - Toce - Boltraffio;245613;P214272;Tavolo da pic nic;2023/01/11;9.1858817182;45.4929887271;(45.4929887271, 9.1858817182)
1_158;1;158;parco Papa Giovanni Paolo II;245867;P214272;Tavolo da pic nic;2023/01/19;9.1825655491;45.4557103233;(45.4557103233, 9.1825655491)
1_158;1;158;parco Papa Giovanni Paolo II;245868;P214272;Tavolo da pic nic;2023/01/19;9.1826367943;45.4549350014;(45.4549350014, 9.1826367943)
5_135;5;135;parco Ravizza;246490;P214272;Tavolo da pic nic;2023/04/07;9.1928189221;45.4481423329;(45.4481423329, 9.1928189221)
4_157;4;157;parco Alessandrini;247240;P214272;Tavolo da pic nic;2023/07/14;9.2283422417;45.449446507;(45.449446507, 9.2283422417)
4_157;4;157;parco Alessandrini;247241;P214272;Tavolo da pic nic;2023/07/14;9.2284719768;45.4494420709;(45.4494420709, 9.2284719768)
4_157;4;157;parco Alessandrini;247242;P214272;Tavolo da pic nic;2023/07/14;9.2284215424;45.4493803927;(45.4493803927, 9.2284215424)
4_157;4;157;parco Alessandrini;247243;P214272;Tavolo da pic nic;2023/07/14;9.2282964838;45.4493914424;(45.4493914424, 9.2282964838)
9_028;9;28;vie Cusio - Toce - Boltraffio;247244;P214272;Tavolo da pic nic;2023/07/14;9.1861666191;45.4930452709;(45.4930452709, 9.1861666191)
2_094;2;94;via Cambini n. 4;247403;P214272;Tavolo da pic nic;2023/07/10;9.2322287706;45.4954027911;(45.4954027911, 9.2322287706)
2_094;2;94;via Cambini n. 4;247404;P214272;Tavolo da pic nic;2023/07/10;9.232173322;45.4953915374;(45.4953915374, 9.232173322)
2_094;2;94;via Cambini n. 4;247405;P214272;Tavolo da pic nic;2023/07/10;9.2320879241;45.4953497036;(45.4953497036, 9.2320879241)
2_094;2;94;via Cambini n. 4;247408;P214272;Tavolo da pic nic;2023/07/10;9.2321639678;45.4955256311;(45.4955256311, 9.2321639678)
6_237;6;237;parco dei Fontanili;247699;P214272;Tavolo da pic nic;2023/12/13;9.1002339179;45.4508162162;(45.4508162162, 9.1002339179)
6_237;6;237;parco dei Fontanili;247700;P214272;Tavolo da pic nic;2023/12/13;9.1002896656;45.4507421287;(45.4507421287, 9.1002896656)
3_002;3;2;via Pacini;247717;P214272;Tavolo da pic nic;2023/12/21;9.2303265395;45.4826161477;(45.4826161477, 9.2303265395)
3_002;3;2;via Pacini;247730;P214272;Tavolo da pic nic;2023/11/24;9.2302506676;45.4825799842;(45.4825799842, 9.2302506676)
2_285;2;285;vie Rho - Conti Carlo;247839;P214272;Tavolo da pic nic;2023/10/03;9.214944302;45.4996093237;(45.4996093237, 9.214944302)
3_206;3;206;via Crescenzago n. 56;247921;P214272;Tavolo da pic nic;2024/02/09;9.241967287;45.4915695352;(45.4915695352, 9.241967287)
3_206;3;206;via Crescenzago n. 56;247922;P214272;Tavolo da pic nic;2024/02/09;9.241994612;45.4915720177;(45.4915720177, 9.241994612)
3_227;3;227;via Valvassori Peroni;247923;P214272;Tavolo da pic nic;2024/02/09;9.2371519831;45.4799504398;(45.4799504398, 9.2371519831)
3_227;3;227;via Valvassori Peroni;247924;P214272;Tavolo da pic nic;2024/02/09;9.2376945683;45.4799016809;(45.4799016809, 9.2376945683)
7_389;7;389;parco delle Cave;248114;P214272;Tavolo da pic nic;2024/04/10;9.096923265;45.467902306;(45.467902306, 9.096923265)
7_389;7;389;parco delle Cave;248115;P214272;Tavolo da pic nic;2024/04/10;9.0969585512;45.4678697448;(45.4678697448, 9.0969585512)
3_063;3;63;via Celoria;248136;P214272;Tavolo da pic nic;2024/04/16;9.2333023507;45.4768664795;(45.4768664795, 9.2333023507)
3_063;3;63;via Celoria;248137;P214272;Tavolo da pic nic;2024/04/16;9.2331065003;45.4768662071;(45.4768662071, 9.2331065003)
3_063;3;63;via Celoria;248138;P214272;Tavolo da pic nic;2024/04/16;9.2289329039;45.476836702;(45.476836702, 9.2289329039)
3_063;3;63;via Celoria;248139;P214272;Tavolo da pic nic;2024/04/16;9.2287664028;45.4768356067;(45.4768356067, 9.2287664028)
6_175;6;175;parco Giussani Don Luigi;248156;P214272;Tavolo da pic nic;2024/05/01;9.1660149956;45.4584574883;(45.4584574883, 9.1660149956)
6_175;6;175;parco Giussani Don Luigi;248157;P214272;Tavolo da pic nic;2024/05/01;9.1666398637;45.4577118133;(45.4577118133, 9.1666398637)
6_028;6;28;vie Lodovico il Moro - Santi F.;248158;P214272;Tavolo da pic nic;2024/05/01;9.1214576083;45.4369446623;(45.4369446623, 9.1214576083)
6_091;6;91;vie Donati - D'Alviano;248160;P214272;Tavolo da pic nic;2024/05/01;9.1433026779;45.4537857956;(45.4537857956, 9.1433026779)
6_091;6;91;vie Donati - D'Alviano;248161;P214272;Tavolo da pic nic;2024/05/01;9.1435350053;45.4538163048;(45.4538163048, 9.1435350053)
6_242;6;242;parco Robert Baden Powell;248163;P214272;Tavolo da pic nic;2024/05/01;9.1671301064;45.4488734562;(45.4488734562, 9.1671301064)
6_242;6;242;parco Robert Baden Powell;248164;P214272;Tavolo da pic nic;2024/05/01;9.1672000311;45.448672846;(45.448672846, 9.1672000311)
6_198;6;198;giardino Vincenzo Muccioli;248166;P214272;Tavolo da pic nic;2024/05/01;9.158953283;45.4554434134;(45.4554434134, 9.158953283)
6_198;6;198;giardino Vincenzo Muccioli;248167;P214272;Tavolo da pic nic;2024/05/01;9.1593952946;45.4553888153;(45.4553888153, 9.1593952946)
6_031;6;31;vie Cascina Bianca - De Pretis - Danusso - Finetti;248168;P214272;Tavolo da pic nic;2024/05/01;9.1557099393;45.426995121;(45.426995121, 9.1557099393)
6_031;6;31;vie Cascina Bianca - De Pretis - Danusso - Finetti;248169;P214272;Tavolo da pic nic;2024/05/01;9.1557371948;45.4269414883;(45.4269414883, 9.1557371948)
6_087;6;87;vie Donati - Romagnoli;248170;P214272;Tavolo da pic nic;2024/05/01;9.1465081791;45.454683088;(45.454683088, 9.1465081791)
6_087;6;87;vie Donati - Romagnoli;248171;P214272;Tavolo da pic nic;2024/05/01;9.1465611107;45.4546512659;(45.4546512659, 9.1465611107)
